"Subject","Start Date","All day event","Description","Show time as"
"CW ","22/10/2024",TRUE,"https://almanac.oremus.org/2024-10-22

Holy Communion
Ephesians 2.12-end
Psalm 85.7-end
Luke 12.35-38

Morning Prayer
Psalms 5, 6, (8)
Judith 5.1 - 6.4 or 
Exodus 29.38 - 30.16
1 Timothy 6.11-end

Evening Prayer
Psalms 9, 10*
Tobit 4 or 
Micah 2
John 17.6-19

Additional Weekday Lectionary
Ecclesiastes 11
Luke 13.10-17

",3
"CW ","23/10/2024",TRUE,"https://almanac.oremus.org/2024-10-23

Holy Communion
Ephesians 3.2-12
Psalm 98
Luke 12.39-48

Morning Prayer
Psalm 119.1-32
Judith 6.10 - 7.7 or 
Leviticus 8
2 Timothy 1.1-14

Evening Prayer
Psalms 11, 12, 13
Tobit 5.1 - 6.1a or 
Micah 3
John 17.20-end

Additional Weekday Lectionary
Hosea 14.1-7
2 Timothy 4.1-8

",3
"CW ","24/10/2024",TRUE,"https://almanac.oremus.org/2024-10-24

Holy Communion
Ephesians 3.14-end
Psalm 33.1-6
Luke 12.49-53

Morning Prayer
Psalms 14, 15, 16
Judith 7.19-end or 
Leviticus 9
2 Timothy 1.15 - 2.13

Evening Prayer
Psalm 18*
Tobit 6.1b-end or 
Micah 4.1 - 5.1
John 18.1-11

Additional Weekday Lectionary
Isaiah 49.1- 7
John 19.16-25a

",3
"CW Crispin and Crispinian, c.287","25/10/2024",TRUE,"Crispin and Crispinian, Martyrs at Rome, c.287

https://almanac.oremus.org/2024-10-25

Holy Communion
Ephesians 4.1-6
Psalm 24.1-6
Luke 12.54-end

Morning Prayer
Psalms 17, 19
Judith 8.9-end or 
Leviticus 16.2-24
2 Timothy 2.14-end

Evening Prayer
Psalm 22
Tobit 7 or 
Micah 5.2-end
John 18.12-27

Additional Weekday Lectionary
Proverbs 24.3-22
John 8.1-11

",3
"CW Alfred the Great, 899; Cedd, 664","26/10/2024",TRUE,"Alfred the Great, King of the West Saxons, Scholar, 899
Cedd, Abbot of Lastingham, Bishop of the East Saxons, 664

https://almanac.oremus.org/2024-10-26

Exciting Holiness
2 Samuel 23.1-5
Psalm 21.1-7, 13
1 John 2.15-17
John 18.33-37

Holy Communion
Ephesians 4.7-16
Psalm 122
Luke 13.1-9

Morning Prayer
Psalms 20, 21, 23
Judith 9 or 
Leviticus 17
2 Timothy 3

Evening Prayer
Psalms 24, 25
Tobit 8 or 
Micah 6
John 18.28-end

(or) Evening Prayer on the Eve of the Dedication Festival
Psalm 24
2 Chronicles 7.11-16
John 4.19-29

Additional Weekday Lectionary
Ecclesiasticus 7.8-17, 32-end or Deuteronomy 6.16-25
2 Timothy 1.1-14

",3
"CW* Last Sunday after Trinity","27/10/2024",TRUE,"If the Dedication Festival is not observed on Sunday 27 October:
The Last Sunday after Trinity

https://almanac.oremus.org/2024-10-27

Proper 25
Sunday between 23 and 29 October inclusive

Principal Service
Continuous
Job 42.1-6, 10-17
Psalm 34.1-8, 19-22*
Hebrews 7.23-28
Mark 10.46-52

(or)
Related
Jeremiah 31.7-9
Psalm 126
Hebrews 7.23-28
Mark 10.46-52

Third Service
Psalm 119.89-104
Isaiah 59.9-20
Luke 14.1-14

Second Service
Psalm 119.121-136
Ecclesiastes 11, 12
2 Timothy 2.1-7
Gospel at Holy Communion: 
Luke 18.9-14

(or) Evening Prayer on the Eve of Simon and Jude
Psalms 124, 125, 126
Deuteronomy 32.1-4
John 14.15-26

",3
"CW* (or) Dedication Festival","27/10/2024",TRUE,"When the date of dedication is unknown, the Dedication Festival may be observed on the first Sunday of October (6 October), or on the Last Sunday after Trinity (27 October), or on a suitable date chosen locally.
Dedication Festival

https://almanac.oremus.org/2024-10-27

Principal Service
Genesis 28.11-18 or 
Revelation 21.9-14
Psalm 122
1 Peter 2.1-10
John 10.22-29

Third Service
Haggai 2.6-9
Hebrews 10.19-25
Morning Psalms
Psalms 48, 150

Second Service
Jeremiah 7.1-11
Luke 19.1-10
Evening Psalm
Psalm 132

",3
"CW Bible Sunday","27/10/2024",TRUE,"Or the Last Sunday after Trinity may be observed as Bible Sunday.

Bible Sunday

Principal Service
Isaiah 55.1-11
Psalm 19.7-14
2 Timothy 3.14 - 4.5
John 5.36b-47

Third Service
Psalm 119.89-104
Isaiah 45.22-25
Matthew 24.30-35 or 
Luke 14.1-14

Second Service
Psalm 119.1-16
2 Kings 22
Colossians 3.12-17
Gospel at Holy Communion: 
Luke 4.14-30

",3
"CW* Simon and Jude","28/10/2024",TRUE,"Simon and Jude, Apostles

https://almanac.oremus.org/2024-10-28

Principal Service
Isaiah 28.14-16
Psalm 119.89-96
Ephesians 2.19-22
John 15.17-27

Third Service
Wisdom 5.1-16 or 
Isaiah 45.18-end
Luke 6.12-16
Morning Psalms
Psalms 116, 117

Second Service
1 Maccabees 2.42-66 or 
Jeremiah 3.11-18
Jude 1-4, 17-end
Evening Psalm
Psalm 119.1-16

",3
"CW James Hannington, 1885","29/10/2024",TRUE,"James Hannington, Bishop of Eastern Equatorial Africa, Martyr in Uganda, 1885

https://almanac.oremus.org/2024-10-29

Exciting Holiness
Isaiah 43.1-7
Psalm 124
1 Peter 3.14-18, 22
Matthew 10.28-39

Holy Communion
DEL week 30
Ephesians 5.21-end
Psalm 128
Luke 13.18-21

Morning Prayer
Psalms 32, 36
Judith 11 or 
Leviticus 23.1-22
2 Timothy 4.9-end

Evening Prayer
Psalm 33
Tobit 10 or 
Micah 7.8-end
John 19.17-30

Additional Weekday Lectionary
1 Samuel 4.12-end
Luke 1.57-80

",3
"CW ","30/10/2024",TRUE,"https://almanac.oremus.org/2024-10-30

Holy Communion
Ephesians 6.1-9
Psalm 145.10-20
Luke 13.22-30

Morning Prayer
Psalm 34
Judith 12 or 
Leviticus 23.23-end
Titus 1

Evening Prayer
Psalms 119.33-56
Tobit 11 or 
Habakkuk 1.1-11
John 19.31-end

Additional Weekday Lectionary
Baruch 5 or Haggai 1.1-11
Mark 1.1-11

",3
"CW Martin Luther, 1546","31/10/2024",TRUE,"Martin Luther, Reformer, 1546

https://almanac.oremus.org/2024-10-31

Holy Communion
Ephesians 6.10-20
Psalm 144.1-2, 9-11
Luke 13.31-end

Morning Prayer
Psalm 37*
Judith 13 or 
Leviticus 24.1-9
Titus 2

If All Saints' Day is observed on Friday 1 November, the readings for the Eve of All Saints' Day are used. Otherwise, the following readings are used:
Evening Prayer
Psalms 39, 40
Tobit 12 or 
Habakkuk 1.12 - 2.5
John 20.1-10

Evening Prayer on the Eve of All Saints' Day
Psalms 1, 5
Ecclesiasticus 44.1-15 or 
Isaiah 40.27-31
Revelation 19.6-10

Additional Weekday Lectionary
If All Saints' Day is observed on Friday 1 November, then at Evening Prayer the readings for the Eve of All Saints' Day are used. Otherwise, or at other services, the following readings are used
Isaiah 35
Matthew 11.2-19

",3
" ","31/10/2024",TRUE,"If All Saints' Day is observed on Sunday 3 November, then at Evening Prayer the readings for the Eve of All Saints' Day are used. Otherwise, or at other services, the following readings are used
",3
"CW* All Saints' Day","01/11/2024",TRUE,"If All Saints' Day is celebrated only on Friday 1 November:
All Saints' Day

https://almanac.oremus.org/2024-11-01

Principal Feast

Principal Service
Wisdom 3.1-9 or 
Isaiah 25.6-9
Psalm 24.1-6
Revelation 21.1-6a
John 11.32-44

Third Service
Isaiah 35
Luke 9.18-27
Morning Psalms
Psalms 15, 84, 149

Second Service
Isaiah 65.17-end
Hebrews 11.32 - 12.2
Evening Psalms
Psalms 148, 150

",3
"CW* (All Saints' Day)","01/11/2024",TRUE,"If All Saints' Day is celebrated on Friday 1 November in addition to Sunday 3 November:
All Saints' Day

https://almanac.oremus.org/2024-11-01

Principal Service
Isaiah 56.3-8 or 
2 Esdras 2.42-48
Psalm 33.1-5
Hebrews 12.18-24
Matthew 5.1-12

Third Service
Wisdom 5.1-16 or 
Jeremiah 31.31-34
2 Corinthians 4.5-12
Morning Psalms
Psalms 111, 112, 117

Second Service
Isaiah 66.20-23
Colossians 1.9-14
Evening Psalm
Psalm 145

",3
"CW ","01/11/2024",TRUE,"If All Saints' Day is celebrated only on Sunday 3 November:

https://almanac.oremus.org/2024-11-01

Holy Communion
Philippians 1.1-11
Psalm 111
Luke 14.1-6

Morning Prayer
Psalm 31
Judith 15.1-13 or 
Leviticus 25.1-24
Titus 3

Evening Prayer
Psalm 35
Tobit 13.1 - 14.1 or 
Habakkuk 2.6-end
John 20.11-18

Additional Weekday Lectionary
2 Samuel 11.1-17
Matthew 14.1-12

",3
"CW All Souls' Day","02/11/2024",TRUE,"Commemoration of the Faithful Departed (All Souls' Day)

https://almanac.oremus.org/2024-11-02

Lesser Festival Eucharistic Lectionary
Lamentations 3.17-26, 31-33 or 
Wisdom 3.1-9
Psalm 23 or 
27.1-6, 16-17
Romans 5.5-11 or 
1 Peter 1.3-9
John 5.19-25 or 
John 6.37-40

Holy Communion
Philippians 1.18-26
Psalm 42.1-7
Luke 14.1, 7-11

Morning Prayer
Psalms 41, 42, 43
Judith 15.14 - end of 16 or 
Numbers 6.1-5, 21-end
Philemon

If All Saints' Day is observed on Sunday 3 November, the readings for the Eve of All Saints' Day are used. Otherwise, the following readings are used:
Evening Prayer
Psalms 45, 46
Tobit 14.2-end or 
Habakkuk 3.2-19a
John 20.19-end

Evening Prayer on the Eve of All Saints' Day
Psalms 1, 5
Ecclesiasticus 44.1-15 or 
Isaiah 40.27-31
Revelation 19.6-10

Additional Weekday Lectionary
Isaiah 43.15-21
Acts 19.1-10

",3
"CW* 4 before Advent","03/11/2024",TRUE,"If All Saints' Day is celebrated only on 1 November:

The Fourth Sunday before Advent

https://almanac.oremus.org/2024-11-03

Principal Service
Deuteronomy 6.1-9
Psalm 119.1-8
Hebrews 9.11-14
Mark 12.28-34

Third Service
Psalms 112, 149
Jeremiah 31.31-34
1 John 3.1-3

Second Service
Psalm 145*
Daniel 2.1-48
(or 1-11, 25-48)
Revelation 7.9-end
Gospel at Holy Communion: 
Matthew 5.1-12

",3
"CW* All Saints' Sunday","03/11/2024",TRUE,"All Saints' Sunday

https://almanac.oremus.org/2024-11-03

Principal Feast

Sunday between 30 October and 5 November if this is kept as All Saints' Sunday
Principal Service
Wisdom 3.1-9 or 
Isaiah 25.6-9
Psalm 24.1-6
Revelation 21.1-6a
John 11.32-44

Third Service
Isaiah 35
Luke 9.18-27
Morning Psalms
Psalms 15, 84, 149

Second Service
Isaiah 65.17-end
Hebrews 11.32 - 12.2
Evening Psalms
Psalms 148, 150

",3
"CW ","04/11/2024",TRUE,"https://almanac.oremus.org/2024-11-04

Holy Communion
DEL week 31
Philippians 2.1-4
Psalm 131
Luke 14.12-14

Morning Prayer
Psalms 2, 146 (or) 44
Daniel 1
Revelation 1

Evening Prayer
Psalms 92, 96, 97 (or) 47, 49
Isaiah 1.1-20
Matthew 1.18-end

Additional Weekday Lectionary
Esther 3.1-11, 4.7-17
Matthew 18.1-10

",3
"CW ","05/11/2024",TRUE,"https://almanac.oremus.org/2024-11-05

Holy Communion
Philippians 2.5-11
Psalm 22.22-27
Luke 14.15-24

Morning Prayer
Psalms 5, 147.1-12 (or) 48, 52
Daniel 2.1-24
Revelation 2.1-11

Evening Prayer
Psalms 98, 99, 100 (or) 50
Isaiah 1.21-end
Matthew 2.1-15

Additional Weekday Lectionary
Ezekiel 18.21-end
Matthew 18.12-20

",3
"CW Leonard, 6th century; William Temple, 1944","06/11/2024",TRUE,"Leonard, Hermit, 6th century
William Temple, Archbishop of Canterbury, Teacher of the Faith, 1944

https://almanac.oremus.org/2024-11-06

Holy Communion
Philippians 2.12-18
Psalm 27.1-5
Luke 14.25-33

Morning Prayer
Psalms 9, 147.13-end (or) 119.57-80
Daniel 2.25-end
Revelation 2.12-end

Evening Prayer
Psalms 111, 112, 116 (or) 59, 60, (67)
Isaiah 2.1-11
Matthew 2.16-end

Additional Weekday Lectionary
Proverbs 3.27-end
Matthew 18.21-end

",3
"CW Willibrord of York, 739","07/11/2024",TRUE,"Willibrord of York, Bishop, Apostle of Frisia, 739

https://almanac.oremus.org/2024-11-07

Exciting Holiness
Isaiah 52.7-10
Psalm 90.1, 2, 12-14, 17
1 Corinthians 1.18-25
Matthew 28.16-end

Holy Communion
Philippians 3.3-8a
Psalm 105.1-7
Luke 15.1-10

Morning Prayer
Psalms 11, 15, 148 (or) 56, 57, (63*)
Daniel 3.1-18
Revelation 3.1-13

Evening Prayer
Psalm 118 (or) 61, 62, 64
Isaiah 2.12-end
Matthew 3

Additional Weekday Lectionary
Exodus 23.1-9
Matthew 19.1-15

",3
"CW Saints and Martyrs of England","08/11/2024",TRUE,"The Saints and Martyrs of England

https://almanac.oremus.org/2024-11-08

Lesser Festival Eucharistic Lectionary
Isaiah 61.4-9 or 
Ecclesiasticus 44.1-15
Psalm 15
Revelation 19.5-10
John 17.18-23

Holy Communion
Philippians 3.17 - 4.1
Psalm 122
Luke 16.1-8

Morning Prayer
Psalms 16, 149 (or) 51, 54
Daniel 3.19-end
Revelation 3.14-end

Evening Prayer
Psalms 137, 138, 143 (or) 38
Isaiah 3.1-15
Matthew 4.1-11

Additional Weekday Lectionary
Proverbs 3.13-18
Matthew 19.16-end

",3
"CW Margery Kempe, c.1440","09/11/2024",TRUE,"Margery Kempe, Mystic, c.1440

https://almanac.oremus.org/2024-11-09

Holy Communion
Philippians 4.10-19
Psalm 112
Luke 16.9-15

Morning Prayer
Psalms 18.31-end, 150 (or) 68
Daniel 4.1-18
Revelation 4

Evening Prayer
Psalm 145 (or) 65, 66
Isaiah 4.2 - 5.7
Matthew 4.12-22

Additional Weekday Lectionary
Deuteronomy 28.1-6
Matthew 20.1-16

",3
"CW* 3 before Advent; Remembrance Sunday","10/11/2024",TRUE,"The Third Sunday before Advent
Remembrance Sunday

https://almanac.oremus.org/2024-11-10

Sunday between 6 and 12 November inclusive
Principal Service
Jonah 3.1-5, 10
Psalm 62.5-12
Hebrews 9.24-28
Mark 1.14-20

Third Service
Psalm 136
Micah 4.1-5
Philippians 4.6-9

Second Service
Psalms 46 [82]
Isaiah 10.33 - 11.9
John 14.1-29
(or 23-29)

",3
"CW Martin of Tours, c.397","11/11/2024",TRUE,"Martin, Bishop of Tours, c.397

https://almanac.oremus.org/2024-11-11

Exciting Holiness
Deuteronomy 15.7, 8, 10, 11
Psalm 112.1, 2, 4, 6-8a, 9
1 Thessalonians 5.1-11
Matthew 25.34-40

Holy Communion
DEL week 32
Titus 1.1-9
Psalm 24.1-6
Luke 17.1-6

Morning Prayer
Psalms 19, 20 (or) 71
Daniel 4.19-end
Revelation 5

Evening Prayer
Psalm 34 (or) 72, 75
Isaiah 5.8-24
Matthew 4.23 - 5.12

Additional Weekday Lectionary
Isaiah 40.21-end
Romans 11.25-end

",3
"CW ","12/11/2024",TRUE,"https://almanac.oremus.org/2024-11-12

Holy Communion
Titus 2.1-8, 11-14
Psalm 37.3-5, 30-32
Luke 17.7-10

Morning Prayer
Psalms 21, 24 (or) 73
Daniel 5.1-12
Revelation 6

Evening Prayer
Psalms 36, 40 (or) 74
Isaiah 5.25-end
Matthew 5.13-20

Additional Weekday Lectionary
Ezekiel 34.20-end
John 10.1-18

",3
"CW Charles Simeon, 1836","13/11/2024",TRUE,"Charles Simeon, Priest, Evangelical Divine, 1836

https://almanac.oremus.org/2024-11-13

Exciting Holiness
Malachi 2.5-7
Psalm 57.6, 8-12
Colossians 1.3-8
Luke 8.4-8

Holy Communion
Titus 3.1-7
Psalm 23
Luke 17.11-19

Morning Prayer
Psalms 23, 25 (or) 77
Daniel 5.13-end
Revelation 7.1-4, 9-end

Evening Prayer
Psalm 37 (or) 119.81-104
Isaiah 6
Matthew 5.21-37

Additional Weekday Lectionary
Leviticus 26.3-13
Titus 2.1-10

",3
"CW Samuel Seabury, 1796","14/11/2024",TRUE,"Samuel Seabury, first Anglican Bishop in North America, 1796

https://almanac.oremus.org/2024-11-14

Holy Communion
Philemon 7-20
Psalm 146.4-end
Luke 17.20-25

Morning Prayer
Psalms 26, 27 (or) 78.1-39*
Daniel 6
Revelation 8

Evening Prayer
Psalms 42, 43 (or) 78.40-end*
Isaiah 7.1-17
Matthew 5.38-end

Additional Weekday Lectionary
Hosea 6.1-6
Matthew 9.9-13

",3
"CW ","15/11/2024",TRUE,"https://almanac.oremus.org/2024-11-15

Holy Communion
2 John 4-9
Psalm 119.1-8
Luke 17.26-end

Morning Prayer
Psalms 28, 32 (or) 55
Daniel 7.1-14
Revelation 9.1-12

Evening Prayer
Psalm 31 (or) 69
Isaiah 8.1-15
Matthew 6.1-18

Additional Weekday Lectionary
Malachi 4
John 4.5-26

",3
"CW Margaret of Scotland, 1093; Edmund Rich, 1240","16/11/2024",TRUE,"Margaret, Queen of Scotland, Philanthropist, Reformer of the Church, 1093
Edmund Rich of Abingdon, Archbishop of Canterbury, 1240

https://almanac.oremus.org/2024-11-16

Exciting Holiness
Proverbs 31.10-12, 20, 26-end
Psalm 128
1 Corinthians 12.13 - 13.3
Matthew 13.44-46

Holy Communion
3 John 5-8
Psalm 112
Luke 18.1-8

Morning Prayer
Psalm 33 (or) 76, 79
Daniel 7.15-end
Revelation 9.13-end

Evening Prayer
Psalms 84, 86 (or) 81, 84
Isaiah 8.16 - 9.7
Matthew 6.19-end

Additional Weekday Lectionary
Micah 6.6-8
Colossians 3.12-17

",3
"CW* 2 before Advent","17/11/2024",TRUE,"The Second Sunday before Advent

https://almanac.oremus.org/2024-11-17

Sunday between 13 and 19 November inclusive
Principal Service
Daniel 12.1-3
Psalm 16
Hebrews 10.11-14 [15-18] 19-25
Mark 13.1-8

Third Service
Psalm 96
1 Samuel 9.27 - 10.2a; 10.17-26
Matthew 13.31-35

Second Service
Psalm 95
Daniel 3
(or 3.13-end)
Matthew 13.24-30, 36-43

",3
"CW Elizabeth of Hungary, 1231","18/11/2024",TRUE,"Elizabeth of Hungary, Princess of Thuringia, Philanthropist, 1231

https://almanac.oremus.org/2024-11-18

Exciting Holiness
Tobit 12.6b-9
Psalm 82
James 2.14-17
Matthew 25.31-40

Holy Communion
DEL week 33
Revelation 1.1-4; 2.1-5
Psalm 1
Luke 18.35-end

Morning Prayer
Psalms 46, 47 (or) 80, 82
Daniel 8.1-14
Revelation 10

Evening Prayer
Psalms 70, 71 (or) 85, 86
Isaiah 9.8 - 10.4
Matthew 7.1-12

Additional Weekday Lectionary
Micah 7.1-7
Matthew 10.24-39

",3
"CW Hilda, 680; Mechtild, 1280","19/11/2024",TRUE,"Hilda, Abbess of Whitby, 680
Mechtild, Beguine of Magdeburg, Mystic, 1280

https://almanac.oremus.org/2024-11-19

Exciting Holiness
Isaiah 61.10 - 62.5
Psalm 131
Ephesians 4.1-6
Luke 14.7-14

Holy Communion
Revelation 3.1-6, 14-end
Psalm 15
Luke 19.1-10

Morning Prayer
Psalms 48, 52 (or) 87, 89.1-18
Daniel 8.15-end
Revelation 11.1-14

Evening Prayer
Psalms 67, 72 (or) 89.19-end
Isaiah 10.5-19
Matthew 7.13-end

Additional Weekday Lectionary
Habakkuk 3.1-19a
1 Corinthians 4.9-16

",3
"CW Edmund of East Anglia, 870; Priscilla Lydia Sellon, 1876","20/11/2024",TRUE,"Edmund, King of the East Angles, Martyr, 870
Priscilla Lydia Sellon, a Restorer of the Religious Life in the Church of England, 1876

https://almanac.oremus.org/2024-11-20

Exciting Holiness
Proverbs 20.28; 21.1-4, 7
Psalm 80.8-12, 15, 16
Revelation 12.10-12a
Matthew 10.34-39

Holy Communion
Revelation 4
Psalm 150
Luke 19.11-28

Morning Prayer
Psalms 56, 57 (or) 119.105-128
Daniel 9.1-19
Revelation 11.15-end

Evening Prayer
Psalm 73 (or) 91, 93
Isaiah 10.20-32
Matthew 8.1-13

Additional Weekday Lectionary
Zechariah 8.1-13
Mark 13.3-8

",3
"CW ","21/11/2024",TRUE,"https://almanac.oremus.org/2024-11-21

Holy Communion
Revelation 5.1-10
Psalm 149.1-5
Luke 19.41-44

Morning Prayer
Psalms 61, 62 (or) 90, 92
Daniel 9.20-end
Revelation 12

Evening Prayer
Psalms 74, 76 (or) 94
Isaiah 10.33 - 11.9
Matthew 8.14-22

Additional Weekday Lectionary
Zechariah 10.6-end
1 Peter 5.1-11

",3
"CW Cecilia, c.230","22/11/2024",TRUE,"Cecilia, Martyr at Rome, c.230

https://almanac.oremus.org/2024-11-22

Holy Communion
Revelation 10.8-11
Psalm 119.65-72
Luke 19.45-48

Morning Prayer
Psalms 63, 65 (or) 88, (95)
Daniel 10.1 - 11.1
Revelation 13.1-10

Evening Prayer
Psalm 77 (or) 102
Isaiah 11.10 - end of 12
Matthew 8.23-end

Additional Weekday Lectionary
Micah 4.1-5
Luke 9.28-36

",3
"CW Clement, c.100","23/11/2024",TRUE,"Clement, Bishop of Rome, Martyr, c.100

https://almanac.oremus.org/2024-11-23

Exciting Holiness
Proverbs 15.1-4
Psalm 78.1-5a, 7
Philippians 3.17 - 4.3
Luke 14.7-11

Holy Communion
Revelation 11.4-12
Psalm 144.1-9
Luke 20.27-40

Morning Prayer
Psalms 78.1-39 (or) 96, 97, 100
Daniel 12
Revelation 13.11-end

Evening Prayer
Psalms 78.40-end (or) 104
Isaiah 13.1-13
Matthew 9.1-17

Evening Prayer on the Eve of Christ the King (if required)
Psalms 99, 100
Isaiah 10.33 - 11.9
1 Timothy 6.11-16

Additional Weekday Lectionary
At Evening Prayer the readings for the Eve of Christ the King may be used. At other services, the following readings are used
Exodus 16.1-21
John 6.3-15

",3
"CW* Christ the King","24/11/2024",TRUE,"Christ the King
The Sunday next before Advent

https://almanac.oremus.org/2024-11-24

Sunday between 20 and 26 November inclusive
Principal Service
Daniel 7.9-10, 13, 14
Psalm 93
Revelation 1.4b-8
John 18.33-37

Third Service
Isaiah 32.1-8
Revelation 3.7-end
Morning Psalms
Psalms 29, 110

Second Service
Daniel 5
John 6.1-15
Evening Psalm
Psalm 72*

",3
"CW Catherine of Alexandria, 4th century; Isaac Watts, 1748","25/11/2024",TRUE,"Catherine of Alexandria, Martyr, 4th century
Isaac Watts, Hymn Writer, 1748

https://almanac.oremus.org/2024-11-25

Holy Communion
DEL week 34
Revelation 14.1-5
Psalm 24.1-6
Luke 21.1-4

Morning Prayer
Psalms 92, 96 (or) 98, 99, 101
Isaiah 40.1-11
Revelation 14.1-13

Evening Prayer
Psalms 80, 81 (or) 105* (or 103)
Isaiah 14.3-20
Matthew 9.18-34

Additional Weekday Lectionary
Jeremiah 30.1-3, 10-17
Romans 12.9-21

",3
"CW ","26/11/2024",TRUE,"https://almanac.oremus.org/2024-11-26

Holy Communion
Revelation 14.14-19
Psalm 96
Luke 21.5-11

Morning Prayer
Psalms 97, 98, 100 (or) 106* (or 103)
Isaiah 40.12-26
Revelation 14.14 - end of 15

Evening Prayer
Psalms 99, 101 (or) 107*
Isaiah 17
Matthew 9.35 - 10.15

Additional Weekday Lectionary
Jeremiah 30.18-24
John 10.22-30

",3
"CW ","27/11/2024",TRUE,"https://almanac.oremus.org/2024-11-27

Holy Communion
Revelation 15.1-4
Psalm 98
Luke 21.12-19

Morning Prayer
Psalms 110, 111, 112 (or) 110, 111, 112
Isaiah 40.27 - 41.7
Revelation 16.1-11

Evening Prayer
Psalms 121, 122, 123, 124 (or) 119.129-152
Isaiah 19
Matthew 10.16-33

Additional Weekday Lectionary
Jeremiah 31.1-9
Matthew 15.21-31

",3
"CW ","28/11/2024",TRUE,"https://almanac.oremus.org/2024-11-28

Holy Communion
Revelation 18.1-2, 21-23, 19.1-3, 9
Psalm 100
Luke 21.20-28

Morning Prayer
Psalms 125, 126, 127, 128 (or) 113, 115
Isaiah 41.8-20
Revelation 16.12-end

Evening Prayer
Psalms 131, 132, 133 (or) 114, 116, 117
Isaiah 21.1-12
Matthew 10.34 - 11.1

Additional Weekday Lectionary
Jeremiah 31.10-17
Matthew 16.13-end

",3
"CW Intercession and Thanksgiving for Missionary Work","29/11/2024",TRUE,"Day of Intercession and Thanksgiving for the Missionary Work of the Church

https://almanac.oremus.org/2024-11-29

Holy Communion
Revelation 20.1-4, 11 - 21.2
Psalm 84.1-6
Luke 21.29-33

Morning Prayer
Psalm 139 (or) 139
Isaiah 41.21 - 42.9
Revelation 17

Evening Prayer
Psalms 146, 147 (or) 130, 131, 137
Isaiah 22.1-14
Matthew 11.2-19

(or) Evening Prayer on the Eve of Andrew
Psalm 48
Isaiah 49.1-9a
1 Corinthians 4.9-16

Additional Weekday Lectionary
Jeremiah 31.31-37
Hebrews 10.11-18

",3
"CW* Andrew","30/11/2024",TRUE,"Andrew the Apostle

https://almanac.oremus.org/2024-11-30

Principal Service
Isaiah 52.7-10
Psalm 19.1-6
Romans 10.12-18
Matthew 4.18-22

Third Service
Ezekiel 47.1-12 or 
Ecclesiasticus 14.20-27
John 12.20-32
Morning Psalms
Psalms 47, 147.1-12

Second Service
Zechariah 8.20-23
John 1.35-42
Evening Psalms
Psalms 87, 96

",3
"CW* Almanac and Lectionary 2024-25","30/11/2024",TRUE,"Common Worship Almanac and Lectionary
for the year beginning Advent Sunday 2024

Download the 2024-25 Almanac from
https://almanac.oremus.org/

Sign up to be notified when it is available.

Simon Kershaw October 2021

version 2025-0.0
18 October 2023
https://almanac.oremus.org/

",3
